City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,homa bay,-0.5273,34.4571,18.02,95,100,1.32,KE,1682461925
360,conde,-7.2597,-34.9075,26.7,89,75,1.54,BR,1682461925
361,waterloo,43.4668,-80.5164,8.69,66,75,6.17,CA,1682461296
362,lar,26.2039,83.9717,25.74,28,22,1.88,IN,1682461926
363,gat,31.61,34.7642,17.44,77,0,0.5,IL,1682461927
364,saucillo,28.0167,-105.2833,30.83,5,24,3.59,MX,1682461928
365,san patricio,28.017,-97.5169,26.05,72,86,7.1,US,1682461496
366,bonavista,48.6499,-53.1147,0.33,96,100,8.0,CA,1682461462
367,kandrian,-6.2167,149.55,27.64,80,96,0.5,PG,1682461930
368,pakaur,24.6333,87.85,26.61,38,88,0.63,IN,1682461930
369,poopo,-18.3667,-66.9667,10.37,16,2,4.04,BO,1682461931
370,alvaraes,-3.2208,-64.8042,24.93,90,77,1.39,BR,1682461931
371,kenora,49.8167,-94.4337,6.54,36,40,1.54,CA,1682461886
372,tsiroanomandidy,-18.7667,46.0333,16.15,85,0,1.4,MG,1682461932
373,faya,18.3851,42.4509,14.06,60,1,1.95,SA,1682461433
374,chiredzi,-21.05,31.6667,19.22,79,0,1.84,ZW,1682461934
375,olga,43.7444,135.2892,4.99,80,95,0.27,RU,1682461934
376,nemuro,43.3236,145.575,5.74,83,100,13.82,JP,1682461935
377,berlevag,70.8578,29.0864,1.0,85,89,3.47,NO,1682461935
378,mizdah,31.4451,12.9801,20.96,29,33,2.96,LY,1682461936
379,garissa,-0.4536,39.6401,25.89,81,95,3.93,KE,1682461937
380,cam ranh,11.9214,109.1591,26.98,74,20,2.57,VN,1682461937
381,fairbanks,64.8378,-147.7164,2.27,44,40,3.6,US,1682461800
382,bandarbeyla,9.4942,50.8122,27.89,77,37,4.62,SO,1682461938
383,moorhead,46.8739,-96.7676,11.1,40,0,1.79,US,1682461939
384,buin,-33.7333,-70.75,25.24,47,100,1.28,CL,1682461940
385,sakaiminato,35.55,133.2333,10.99,100,75,3.09,JP,1682461941
386,mursalimkino,55.0379,58.5585,11.79,67,100,1.85,RU,1682461941
387,talaya,61.3833,152.75,-4.8,87,97,1.09,RU,1682461942
388,halifax,44.6453,-63.5724,7.94,64,40,4.63,CA,1682461640
389,yangambi,0.8102,24.4336,20.74,99,61,1.26,CD,1682461943
390,progreso,21.2833,-89.6667,34.06,71,73,4.86,MX,1682461943
391,nizwa,22.9333,57.5333,23.54,59,50,2.35,OM,1682461453
392,ulcinj,41.9294,19.2244,15.55,86,84,3.51,ME,1682461945
393,russell,32.3502,-85.1999,26.6,53,63,1.09,US,1682461945
394,svay rieng,11.0879,105.7993,27.54,75,100,2.64,KH,1682461946
395,manado,1.487,124.8455,25.43,88,20,1.03,ID,1682461946
396,belmonte,-15.8631,-38.8828,24.54,85,1,2.86,BR,1682461947
397,sola,-13.8833,167.55,27.08,75,35,1.54,VU,1682461947
398,lorengau,-2.0226,147.2712,29.41,72,57,3.66,PG,1682461948
399,tabuk,17.4189,121.4443,24.04,87,79,1.36,PH,1682461948
400,lillooet,50.6856,-121.942,15.32,50,98,1.85,CA,1682461949
401,cairns,-16.9167,145.7667,24.97,78,40,4.12,AU,1682461950
402,presidencia roque saenz pena,-26.7852,-60.4388,19.06,69,0,1.63,AR,1682461951
403,olinda,-8.0089,-34.8553,25.85,89,75,6.17,BR,1682461952
404,olafsvik,64.8945,-23.7142,0.71,63,20,6.76,IS,1682461953
405,nacogdoches,31.6002,-94.6335,21.85,69,100,2.06,US,1682461954
406,the valley,18.217,-63.0578,27.08,78,40,2.57,AI,1682461954
407,fomboni,-12.28,43.7425,28.17,67,100,7.45,KM,1682461955
408,orange walk,17.8333,-88.8333,32.06,49,73,4.66,BZ,1682461955
409,rapid valley,44.0625,-103.1463,13.76,52,75,5.81,US,1682461956
410,kadoma,34.7333,135.5833,17.03,93,75,4.12,JP,1682461957
411,zarate,-34.0981,-59.0286,18.8,86,82,1.34,AR,1682461957
412,sinnamary,5.3833,-52.95,25.48,90,79,3.63,GF,1682461958
413,debica,50.0515,21.4114,8.3,89,100,6.28,PL,1682461958
414,luanda,-8.8368,13.2343,27.0,94,75,1.54,AO,1682461885
415,mehtar lam,34.6714,70.2094,21.62,47,95,1.48,AF,1682461959
416,baker city,44.7749,-117.8344,15.84,36,0,2.21,US,1682461847
417,abu samrah,35.3029,37.1841,14.81,65,4,2.17,SY,1682461515
418,narsaq,60.9167,-46.05,6.12,90,98,0.75,GL,1682461481
419,mogadishu,2.0371,45.3438,28.13,76,91,3.34,SO,1682461961
420,vila velha,-20.3297,-40.2925,24.97,92,75,3.6,BR,1682461476
421,odweyne,9.4092,45.064,23.06,68,14,2.74,SO,1682461962
422,novikovo,51.1537,37.8879,9.64,90,100,2.77,RU,1682461963
423,thunder bay,48.4001,-89.3168,5.99,45,100,3.6,CA,1682461560
424,hovd,48.0056,91.6419,-4.47,42,23,4.09,MN,1682461964
425,harrison,30.4091,-89.0436,26.01,69,0,4.12,US,1682461964
426,lagoa,39.05,-27.9833,16.3,86,44,7.41,PT,1682461965
427,yar-sale,66.8333,70.8333,-15.41,93,76,3.05,RU,1682461965
428,khanu woralaksaburi,16.0617,99.8606,28.5,61,65,3.7,TH,1682461966
429,senneterre,48.3835,-77.2328,4.35,84,94,1.19,CA,1682461966
430,muhos,64.808,25.9931,1.88,100,100,4.29,FI,1682461967
431,zhuhai,22.2769,113.5678,18.88,77,40,7.2,CN,1682461968
432,san policarpo,12.1791,125.5072,27.2,79,49,2.6,PH,1682461968
433,ca mau,9.1769,105.15,26.51,80,100,2.06,VN,1682461969
434,byron bay,-28.65,153.6167,17.06,75,93,5.86,AU,1682461494
435,san joaquin,37.9333,-121.3011,28.89,23,0,4.12,US,1682461970
436,pak phanang,8.3511,100.202,26.01,78,100,1.61,TH,1682461970
437,sao felix do xingu,-6.6447,-51.995,23.87,87,100,1.05,BR,1682461971
438,penalva,-3.2942,-45.1736,24.03,95,100,1.35,BR,1682461971
439,erzin,36.9559,36.2,13.35,80,96,0.79,TR,1682461972
440,maryborough,-25.5333,152.7,24.56,51,12,5.25,AU,1682461972
441,orocue,4.7912,-71.3354,27.57,63,50,2.34,CO,1682461973
442,visby,57.6409,18.296,7.12,93,100,3.6,SE,1682461973
443,eunice,30.4944,-92.4176,25.51,60,63,2.82,US,1682461974
444,tromso,69.6496,18.957,-0.9,64,0,4.63,NO,1682461975
445,broome,42.2506,-75.833,11.92,41,75,4.63,US,1682461459
446,paita,-5.0892,-81.1144,26.81,72,84,3.59,PE,1682461976
447,qui nhon,13.7667,109.2333,25.01,86,98,3.03,VN,1682461977
448,soldotna,60.4878,-151.0583,4.01,70,20,4.63,US,1682461978
449,axim,4.8699,-2.2405,27.27,85,97,3.95,GH,1682461978
450,havre-saint-pierre,50.2334,-63.5986,8.2,53,0,2.06,CA,1682461979
451,masingbi,8.7833,-11.95,24.32,90,100,1.12,SL,1682461980
452,santa cruz del sur,20.7147,-77.9956,27.37,66,33,4.21,CU,1682461980
453,brae,60.3964,-1.353,4.16,58,90,8.22,GB,1682461981
454,jiazi,22.8779,116.067,18.14,75,28,4.62,CN,1682461981
455,sobolevo,54.4299,31.8996,8.84,80,36,1.43,RU,1682461982
456,vardo,70.3705,31.1107,-2.01,93,73,5.66,NO,1682461983
457,okha,53.5739,142.9478,1.75,71,100,8.42,RU,1682461938
458,morales,2.757,-76.6172,17.25,95,59,0.62,CO,1682461984
459,fredonia,42.4401,-79.3317,7.9,73,100,5.14,US,1682461985
460,luwuk,-0.9516,122.7875,26.86,85,84,0.53,ID,1682461985
461,la palma,33.8464,-118.0467,26.39,68,75,4.63,US,1682461460
462,bow island,49.8668,-111.3684,19.56,27,97,7.72,CA,1682461986
463,ulladulla,-35.35,150.4667,18.67,70,9,1.08,AU,1682461987
464,eldorado,-23.7869,-54.2836,22.27,91,100,2.75,BR,1682461475
465,nabire,-3.3667,135.4833,26.49,84,72,1.14,ID,1682461989
466,mana,5.6592,-53.7767,25.46,91,96,3.38,GF,1682461489
467,narasannapeta,18.4167,84.05,26.54,82,99,1.18,IN,1682461990
468,hirara,24.8,125.2833,20.15,94,100,8.75,JP,1682461990
469,yurino,56.2942,46.3039,11.82,91,100,6.88,RU,1682461991
470,pangody,65.85,74.4859,-7.44,98,99,1.63,RU,1682461992
471,plouzane,48.3833,-4.6167,10.18,78,100,5.66,FR,1682461993
472,orissaare,58.5592,23.0826,8.31,95,91,3.16,EE,1682461993
473,richards bay,-28.783,32.0377,20.21,95,10,1.34,ZA,1682461994
474,arkhara,49.4212,130.0842,3.44,39,0,5.74,RU,1682461994
475,bemidji,47.4736,-94.8803,9.54,32,100,2.57,US,1682461995
476,waipawa,-41.4122,175.5153,10.26,82,87,4.84,NZ,1682461995
477,inta,66.0317,60.1659,-5.31,92,11,3.69,RU,1682461996
478,orlik,52.5178,99.825,-7.32,93,100,2.72,RU,1682461997
479,challapata,-18.9,-66.7667,10.34,21,0,0.76,BO,1682461997
480,mosquera,4.7059,-74.2302,15.05,77,75,2.06,CO,1682461814
481,beloha,-25.1667,45.05,17.03,78,5,1.86,MG,1682461999
482,ostrovnoy,68.0531,39.5131,-10.01,93,27,3.19,RU,1682461999
483,ostersund,63.1792,14.6357,-1.75,100,100,1.54,SE,1682462000
484,tolmin,46.183,13.7332,10.32,81,96,0.89,SI,1682462000
485,xihe,31.6864,113.4659,12.21,89,19,2.36,CN,1682462001
486,gubkinskiy,64.434,76.5026,-6.55,95,100,2.28,RU,1682462001
487,corinto,37.9407,22.9573,14.94,76,47,2.56,GR,1682462002
488,bonham,33.5773,-96.1783,19.26,66,100,6.69,US,1682462003
489,santa cruz,-17.8,-63.1667,24.7,78,75,1.54,BO,1682462004
490,port hardy,50.6996,-127.4199,10.1,71,100,3.09,CA,1682461866
491,el tigre,8.8875,-64.2454,23.93,83,99,3.65,VE,1682462005
492,kudahuvadhoo,2.6708,72.8944,28.43,75,100,4.09,MV,1682462005
493,tazovskiy,67.4667,78.7,-12.5,98,99,3.44,RU,1682462006
494,kamalpur,24.2,91.8333,22.18,72,2,1.06,IN,1682462007
495,leninskoye,41.7589,69.3864,14.01,46,0,2.01,KZ,1682462007
496,catuday,16.2923,119.8062,25.98,80,35,1.53,PH,1682462008
497,aktas,49.7789,72.9608,4.86,58,74,2.54,KZ,1682462009
498,shujaabad,29.8797,71.2931,28.03,17,97,1.88,PK,1682462010
499,karasjok,69.4719,25.5112,-6.98,88,100,1.48,NO,1682462011
500,nhulunbuy,-12.2333,136.7667,26.34,89,100,6.69,AU,1682462011
501,margate,51.3813,1.3862,6.5,74,54,0.89,GB,1682461854
502,milas,37.3164,27.7839,11.64,87,75,1.03,TR,1682462012
503,san jose,37.3394,-121.895,28.8,29,40,6.71,US,1682461860
504,naryan-mar,67.6713,53.087,-7.13,88,7,6.26,RU,1682462013
505,laem sing,12.4816,102.0738,27.28,82,100,1.05,TH,1682462014
506,sukhumi,43.0033,41.0153,11.79,49,37,3.07,GE,1682462014
507,namibe,-15.1961,12.1522,23.16,82,65,3.47,AO,1682462015
508,khash,28.2211,61.2158,15.3,57,47,0.97,IR,1682462015
509,bonnyville,54.2668,-110.735,5.89,78,100,7.17,CA,1682462016
510,preeceville,51.95,-102.6677,5.82,68,100,5.81,CA,1682462016
511,aripuana,-9.1667,-60.6333,23.07,97,74,0.81,BR,1682462017
512,goure,13.9835,10.2704,29.95,20,4,1.98,NE,1682462018
513,chapais,49.7834,-74.8492,6.88,93,100,3.05,CA,1682462018
514,washougal,45.5826,-122.3534,19.82,51,0,3.6,US,1682462019
515,catalina foothills,32.2979,-110.9187,32.03,11,0,6.69,US,1682462020
516,mount gambier,-37.8333,140.7667,17.77,60,52,4.31,AU,1682462020
517,kotelnich,58.3089,48.348,11.74,93,100,2.56,RU,1682462021
518,flagstaff,35.1981,-111.6513,20.33,15,0,7.72,US,1682461801
519,misratah,32.3754,15.0925,22.03,42,58,1.83,LY,1682462023
520,bafq,31.6128,55.4107,21.49,40,86,0.66,IR,1682462024
521,grand-santi,4.25,-54.3833,23.58,98,100,1.09,GF,1682462024
522,warmbad,-28.45,18.7333,21.6,38,0,3.43,NA,1682462025
523,bay roberts,47.5999,-53.2648,2.3,91,100,3.58,CA,1682462025
524,vestmanna,62.1564,-7.1664,-0.49,86,40,5.14,FO,1682462026
525,ambilobe,-13.2,49.05,23.48,96,46,1.39,MG,1682462026
526,mataram,-8.5833,116.1167,24.45,84,89,1.49,ID,1682462027
527,baruun-urt,46.6806,113.2792,3.19,20,47,6.62,MN,1682462028
528,isangel,-19.55,169.2667,27.06,89,40,1.03,VU,1682461475
529,naraini,25.1833,80.4833,26.4,30,84,1.46,IN,1682462029
530,sitka,57.0531,-135.33,5.94,70,100,5.14,US,1682461493
531,los llanos de aridane,28.6585,-17.9182,18.86,90,0,3.09,ES,1682461484
532,kununurra,-15.7667,128.7333,21.99,88,80,0.0,AU,1682461738
533,anzio,41.4853,12.6179,15.56,75,92,4.56,IT,1682462031
534,saint-louis,16.3333,-15.0,30.8,30,2,7.35,SN,1682462032
535,eufaula,31.8913,-85.1455,27.02,36,0,2.06,US,1682462032
536,vila do maio,15.1333,-23.2167,22.44,78,19,6.35,CV,1682462033
537,port keats,-14.25,129.55,26.13,75,59,3.11,AU,1682462034
538,sagarejo,41.734,45.3315,12.24,47,11,1.62,GE,1682462035
539,nakasongola,1.3089,32.4564,17.85,97,100,1.39,UG,1682462035
540,trairi,-3.2778,-39.2689,25.88,82,100,2.78,BR,1682461787
541,rincon,32.296,-81.2354,20.48,82,100,3.6,US,1682462009
542,hecelchakan,20.1667,-90.1333,32.52,48,76,3.79,MX,1682462037
543,merauke,-8.4667,140.3333,26.78,88,90,5.06,ID,1682462038
544,mehamn,71.0357,27.8492,0.97,93,100,3.6,NO,1682462038
545,saint-joseph,-21.3667,55.6167,23.21,85,8,1.56,RE,1682462039
546,aitape,-3.1374,142.3475,28.08,80,41,1.55,PG,1682462040
547,nador,35.174,-2.9287,19.14,45,0,0.51,MA,1682462040
548,ankang,32.68,109.0172,12.05,79,53,0.56,CN,1682462041
549,vao,-22.6667,167.4833,24.09,83,100,8.45,NC,1682461444
550,kholtoson,50.2981,103.3097,-1.27,80,100,4.17,RU,1682462042
551,nishihara,26.1842,127.7558,19.82,97,100,9.26,JP,1682462042
552,port moresby,-9.4431,147.1797,24.68,88,20,1.54,PG,1682462043
553,sampit,-2.5333,112.95,24.38,95,97,0.52,ID,1682462044
